"資料集名稱","檔案格式","下載連結","資料集類型","資料集描述","主要欄位說明","資料集提供機關","更新頻率" ,"授權方式","授權說明網址","計費方式","編碼格式","資料集提供機關聯絡人","資料集提供機關聯絡人電話","備註"
"積欠工資墊償追償統計","csv","http://opendata.mol.gov.tw/datastore/積欠工資墊償追償統計.csv","rawData","自76年墊償開辦後歷年歷年墊償追償狀況統計","統計期間（年度）、當年墊償金額、累積墊償金額、當年償還金額、累積償還金額、當年追償率","勞動部勞工保險局","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","黎小姐","02-23961266#2915","介紹文稿內容：工資是勞工提供勞務的報酬，也是勞工及其家庭的重要經濟來源，為此政府特別在勞動基準法第28條訂定積欠工資墊償基金制度，以發揮企業互助精神，加強對工資的保障。積欠工資墊償基金是由「行政院勞工委員會積欠工資墊償基金管理委員會」管理，基金的收繳及墊償有關業務則委任勞工保險局辦理，有關基金提繳、墊償與管理的規定，訂有積欠工資墊償基金提繳及墊償管理辦法。凡適用勞基法行業之雇主應按當月僱用勞工投保薪資總額及規定的費率（目前為萬分之2.5），繳納一定數額的積欠工資墊償基金，當事業單位因歇業、清算或宣告破產所積欠勞工的工資未滿6個月部份，經勞工向雇主請求而不能獲得清償時，可以向勞工保險局申請積欠工資墊償，經勞保局查證屬實，即可將積欠的工資代墊給勞工，勞保局再向雇主請求於規定期限內，將墊款償還積欠工資墊償基金。"
"積欠工資墊償呆帳統計","csv","http://opendata.mol.gov.tw/datastore/積欠工資墊償呆帳統計.csv","rawData","自76年墊償開辦後歷年依積欠工資墊償基金提繳及墊償管理辦法第21條規定報准列報呆帳損失狀況統計","統計期間（年度）、列報呆帳家數、列報呆帳金額","勞動部勞工保險局","每年","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","黎小姐","02-23961266#2915","介紹文稿內容：工資是勞工提供勞務的報酬，也是勞工及其家庭的重要經濟來源，為此政府特別在勞動基準法第28條訂定積欠工資墊償基金制度，以發揮企業互助精神，加強對工資的保障。積欠工資墊償基金是由「行政院勞工委員會積欠工資墊償基金管理委員會」管理，基金的收繳及墊償有關業務則委任勞工保險局辦理，有關基金提繳、墊償與管理的規定，訂有積欠工資墊償基金提繳及墊償管理辦法。凡適用勞基法行業之雇主應按當月僱用勞工投保薪資總額及規定的費率（目前為萬分之2.5），繳納一定數額的積欠工資墊償基金，當事業單位因歇業、清算或宣告破產所積欠勞工的工資未滿6個月部份，經勞工向雇主請求而不能獲得清償時，可以向勞工保險局申請積欠工資墊償，經勞保局查證屬實，即可將積欠的工資代墊給勞工，勞保局再向雇主請求於規定期限內，將墊款償還積欠工資墊償基金。"
"工會團體名冊","zip","http://opendata.mol.gov.tw/datastore/工會團體名冊.zip","other","提供工會聯合組織名冊","編號、工會名稱、地址、電話、傳真","勞動部","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","曾先生","02-85902820","文稿介紹:
提供工會聯合組織名冊"
"勞動基準法適用公告","csv","http://opendata.mol.gov.tw/datastore/勞動基準法適用公告.csv","rawData","有關勞動基準法適用行業與工作者之公告","序號、公告日期、主旨、公告事項、發文字號","勞動部","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","黃先生","02-85902726","介紹文稿內容：有關勞動基準法適用行業與工作者之公告"
"勞動基準法第84條之1核定工作者","csv","http://opendata.mol.gov.tw/datastore/勞動基準法第84條之1核定工作者.csv","rawData","有關核定適用與廢止勞動基準法第84條之1工作者公告","序號、適用（含公告日期、對象、公告文號）、廢止（含公告/廢止日期、對象、公告/廢止文號）","勞動部","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","李小姐","02-85902730","介紹文稿內容：有關核定適用與廢止勞動基準法第84條之1工作者公告"
"基本工資之制定與調整經過","csv","http://opendata.mol.gov.tw/datastore/基本工資之制定與調整經過.csv","rawData","有關我國基本工資制定與調整之歷史沿革","序號、指示/發布日期、內容/調整金額、實施日期","勞動部","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","李小姐","02-85902730","介紹文稿內容：有關我國基本工資制定與調整之歷史沿革"
"97年與99年友善職場優良事業單位具體措施","csv","http://opendata.mol.gov.tw/datastore/97年與99年友善職場優良事業單位具體措施.csv","rawData","有關97年與99年友善職場獲獎之優良事業單位具體措施","序號、事業單位名稱、事業單位簡介、友善措施、網址","勞動部","不定期","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","王小姐","02-859027218","介紹文稿內容：有關97年與99年友善職場獲獎之優良事業單位具體措施"
"學生身高平均值(6歲-15歲)","csv","http://www.k12ea.gov.tw/files/common_unit/c8552d07-2d61-456c-addc-3949198984e1/doc/6-15學生平均身高.csv","rawData","6歲-15歲學生身高平均值","主要欄位有「學年度」、「歲數」、「總計」、「男」、「女」。","教育部","每學年度","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","盧先生","04-37061351",""
"國小學生體位趨勢","csv","http://www.k12ea.gov.tw/files/common_unit/1f6c3944-72a4-442b-a3bf-958e815d2b5b/doc/國小學生體位趨勢.csv","rawData","國小學生體位趨勢","主要欄位有「程度類別」、「性別」、「年度」、「%」","教育部","每學年度","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","盧先生","04-37061351",""
"特殊教育學校名錄","csv","http://www.k12ea.gov.tw/files/common_unit/431a1ae5-9503-4675-8e59-07d7286be83f/doc/特教學校.csv","rawData","本資料集主要提供全臺灣特殊教育學校通訊資料","主要欄位有「全國特教學校設置縣市」、「學校名稱」、「學校地址」、「電話」、「學校網址」、「傳真」。","教育部","每天","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","林小姐","04-37061222",""
"大專校院校別職員.警衛.工友人數","txt","https://stats.moe.gov.tw/files/detail/101/101_staff.txt","rawData","本資料集主要提供全臺灣大專校院校別職員.警衛.工友人數。","主要欄位有「學校代碼」、「學校名稱」、「日夜別」、「職員總計」、「職員男」、「職員女」、「秘書男」、「秘書女」、「教務男」、「教務女」、「學務男」、「學務女」、「總務男」、「總務女」、「會計男」、「會計女」、「人事男」、「人事女」、「圖書管理男」、「圖書管理女」、「體育衛生男」、「體育衛生女」、「產學合作(含育成)男」、「產學合作(含育成)女」、「國際交流男」、「國際交流女」、「資訊男」、「資訊女」、「環境安全男」、「環境安全女」、「助教男」、「助教女」、「其他男」、「其他女」、「警衛總計」、「警衛男」、「警衛女」、「工友(含技工)總計」、	「工友男」、「工友女」、「縣市名稱」、「體系別」。","教育部","每學年度","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Unicode;","林小姐","02-77366372","TXT:Unicode,XLS:Big-5"
"大專校院校別職員.警衛.工友人數","xls","https://stats.moe.gov.tw/files/detail/101/101_staff.xls","other","本資料集主要提供全臺灣大專校院校別職員.警衛.工友人數。","主要欄位有「學校代碼」、「學校名稱」、「日夜別」、「職員總計」、「職員男」、「職員女」、「秘書男」、「秘書女」、「教務男」、「教務女」、「學務男」、「學務女」、「總務男」、「總務女」、「會計男」、「會計女」、「人事男」、「人事女」、「圖書管理男」、「圖書管理女」、「體育衛生男」、「體育衛生女」、「產學合作(含育成)男」、「產學合作(含育成)女」、「國際交流男」、「國際交流女」、「資訊男」、「資訊女」、「環境安全男」、「環境安全女」、「助教男」、「助教女」、「其他男」、「其他女」、「警衛總計」、「警衛男」、「警衛女」、「工友(含技工)總計」、	「工友男」、「工友女」、「縣市名稱」、「體系別」。","教育部","每學年度","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Unicode;","林小姐","02-77366372","TXT:Unicode,XLS:Big-5"
"大專校院校地校舍面積統計","txt","https://stats.moe.gov.tw/files/detail/101/101_land.rar","rawData","本資料集主要提供全臺灣大專校院校地校舍面積統計。","主要欄位有「學校代碼」、「學校名稱」、「縣市別」、「校舍樓地板面積總計」、「宿舍」[教職員宿舍(單身床位、有眷戶數)]、「校地面績總計」、「可使用校地」(計、校舍基地、露天運動場地、其他校地)、「無法使用校地」。","教育部","每學年度","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Unicode;","鄭小姐","02-77365753","TXT:Unicode,XLS:Big-5"
"大專校院校地校舍面積統計","xls","https://stats.moe.gov.tw/files/detail/101/101_land.xls","other","本資料集主要提供全臺灣大專校院校地校舍面積統計。","主要欄位有「學校代碼」、「學校名稱」、「縣市別」、「校舍樓地板面積總計」、「宿舍」[教職員宿舍(單身床位、有眷戶數)]、「校地面績總計」、「可使用校地」(計、校舍基地、露天運動場地、其他校地)、「無法使用校地」。","教育部","每學年度","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Unicode;","鄭小姐","02-77365753","TXT:Unicode,XLS:Big-5"
"大專校院圖書館統計","txt","https://stats.moe.gov.tw/files/detail/101/101_library.txt","rawData","本資料集主要提供全臺灣大專校院圖書館統計。","主要欄位有「書目類別」、「總計」、「大學及獨立學院」(計、公立、私立)、「專科學校」(計、公立、私立)。","教育部","每學年度","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Unicode;","嚴小姐","02-77365749","TXT:Unicode,XLS:Big-5"
"大專校院圖書館統計","xls","https://stats.moe.gov.tw/files/detail/101/101_library.xls","other","本資料集主要提供全臺灣大專校院圖書館統計。","主要欄位有「書目類別」、「總計」、「大學及獨立學院」(計、公立、私立)、「專科學校」(計、公立、私立)。","教育部","每學年度","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","Unicode;","嚴小姐","02-77365749","TXT:Unicode,XLS:Big-5"
"大專校院境外學生人數統計","txt","https://stats.moe.gov.tw/files/detail/101/101_ab101.rar","rawData","本資料集主要提供全臺灣大專校院境外學生人數統計。","主要欄位有「國別」、「校別」、「人數」。","教育部","每學年度","政府資料開放平臺資料使用規範","http://data.gov.tw/?q=principle","免費","UTF-8;","嚴小姐","02-77365749",""
